dataset,clip_index,behaviour,coarse,modal_frac,n_behaviours,label_source,source_clip_index,clip_start_frame,clip_end_frame,clip_src_label
new_eval,27,RearHigh,rear,0.390667,8,motion_mapper,-1,123750,125250,39:45-42:20
new_eval,28,ProneSniff,still,0.309333,11,motion_mapper,-1,125250,126750,39:45-42:20
new_eval,29,ProneSniff,still,0.25,7,motion_mapper,-1,139500,141000,46:30-47:15
new_eval,30,Amble,locomote,0.28,11,motion_mapper,-1,163600,165100,54:32-55:15
new_eval,31,ProneSniff,still,0.414667,10,motion_mapper,-1,167500,169000,55:50-56:20
old_eval,0,FastWalk,locomote,1.0,1,snips_order,152,38000,38250,FastWalk_85
old_eval,1,Rear,rear,1.0,1,snips_order,528,132000,132250,Rear_35
old_eval,2,RGroom,groom,1.0,1,snips_order,621,155250,155500,RGroom_77
old_eval,3,Rear,rear,1.0,1,snips_order,461,115250,115500,Rear_40
old_eval,4,Rear,rear,1.0,1,snips_order,598,149500,149750,Rear_127
old_eval,5,FastWalk,locomote,1.0,1,snips_order,139,34750,35000,FastWalk_16
old_eval,6,FaceGroom,groom,1.0,1,snips_order,260,65000,65250,FaceGroom_176
old_eval,7,FaceGroom,groom,1.0,1,snips_order,323,80750,81000,FaceGroom_47
old_eval,8,Rear,rear,1.0,1,snips_order,805,201250,201500,Rear_134
old_eval,9,LGroom,groom,1.0,1,snips_order,248,62000,62250,LGroom_69
old_eval,10,Rear,rear,1.0,1,snips_order,450,112500,112750,Rear_166
old_eval,11,Rear,rear,1.0,1,snips_order,410,102500,102750,Rear_109
old_eval,12,LGroom,groom,1.0,1,snips_order,607,151750,152000,LGroom_126
old_eval,13,Walk,locomote,1.0,1,snips_order,19,4750,5000,Walk_4
old_eval,14,FaceGroom,groom,1.0,1,snips_order,328,82000,82250,FaceGroom_136
old_eval,15,FastWalk,locomote,1.0,1,snips_order,296,74000,74250,FastWalk_67
old_eval,16,Rear,rear,1.0,1,snips_order,269,67250,67500,Rear_139
old_eval,17,Walk,locomote,1.0,1,snips_order,226,56500,56750,Walk_9
old_eval,18,Rear,rear,1.0,1,snips_order,94,23500,23750,Rear_199
old_eval,19,Walk,locomote,1.0,1,snips_order,515,128750,129000,Walk_180
old_eval,20,LGroom,groom,1.0,1,snips_order,637,159250,159500,LGroom_181
old_eval,21,Walk,locomote,1.0,1,snips_order,280,70000,70250,Walk_35
old_eval,22,FaceGroom,groom,1.0,1,snips_order,286,71500,71750,FaceGroom_56
old_eval,23,Walk,locomote,1.0,1,snips_order,589,147250,147500,Walk_57
old_eval,24,RGroom,groom,1.0,1,snips_order,782,195500,195750,RGroom_46
old_eval,25,RGroom,groom,1.0,1,snips_order,444,111000,111250,RGroom_164
old_eval,26,Walk,locomote,1.0,1,snips_order,184,46000,46250,Walk_130
old_eval,27,FastWalk,locomote,1.0,1,snips_order,371,92750,93000,FastWalk_5
old_eval,28,LGroom,groom,1.0,1,snips_order,735,183750,184000,LGroom_36
old_eval,29,FaceGroom,groom,1.0,1,snips_order,818,204500,204750,FaceGroom_66
old_eval,30,FaceGroom,groom,1.0,1,snips_order,275,68750,69000,FaceGroom_92
old_eval,31,Walk,locomote,1.0,1,snips_order,785,196250,196500,Walk_69
old_eval,32,Walk,locomote,1.0,1,snips_order,182,45500,45750,Walk_124
old_eval,33,FastWalk,locomote,1.0,1,snips_order,32,8000,8250,FastWalk_6
old_eval,34,FaceGroom,groom,1.0,1,snips_order,80,20000,20250,FaceGroom_119
old_eval,35,FastWalk,locomote,1.0,1,snips_order,307,76750,77000,FastWalk_63
old_eval,36,Rear,rear,1.0,1,snips_order,11,2750,3000,Rear_112
old_eval,37,Walk,locomote,1.0,1,snips_order,43,10750,11000,Walk_64
old_eval,38,RGroom,groom,1.0,1,snips_order,86,21500,21750,RGroom_109
old_eval,39,FaceGroom,groom,1.0,1,snips_order,36,9000,9250,FaceGroom_193
old_eval,40,Walk,locomote,1.0,1,snips_order,822,205500,205750,Walk_178
old_eval,41,FastWalk,locomote,1.0,1,snips_order,58,14500,14750,FastWalk_148
old_eval,42,FastWalk,locomote,1.0,1,snips_order,41,10250,10500,FastWalk_65
old_eval,43,RGroom,groom,1.0,1,snips_order,411,102750,103000,RGroom_100
old_eval,44,Walk,locomote,1.0,1,snips_order,562,140500,140750,Walk_33
old_eval,45,Walk,locomote,1.0,1,snips_order,209,52250,52500,Walk_117
old_eval,46,FastWalk,locomote,1.0,1,snips_order,148,37000,37250,FastWalk_166
old_eval,47,Walk,locomote,1.0,1,snips_order,594,148500,148750,Walk_7
old_eval,48,FastWalk,locomote,1.0,1,snips_order,123,30750,31000,FastWalk_12
old_eval,49,FastWalk,locomote,1.0,1,snips_order,574,143500,143750,FastWalk_138
old_eval,50,Walk,locomote,1.0,1,snips_order,98,24500,24750,Walk_92
old_eval,51,FastWalk,locomote,1.0,1,snips_order,377,94250,94500,FastWalk_23
old_eval,52,LGroom,groom,1.0,1,snips_order,130,32500,32750,LGroom_40
old_eval,53,Rear,rear,1.0,1,snips_order,699,174750,175000,Rear_72
old_eval,54,LGroom,groom,1.0,1,snips_order,23,5750,6000,LGroom_161
old_eval,55,Rear,rear,1.0,1,snips_order,732,183000,183250,Rear_181
old_eval,56,FastWalk,locomote,1.0,1,snips_order,555,138750,139000,FastWalk_95
old_eval,57,FastWalk,locomote,1.0,1,snips_order,370,92500,92750,FastWalk_123
old_eval,58,FastWalk,locomote,1.0,1,snips_order,512,128000,128250,FastWalk_171
old_eval,59,LGroom,groom,1.0,1,snips_order,383,95750,96000,LGroom_19
old_eval,60,Walk,locomote,1.0,1,snips_order,201,50250,50500,Walk_162
old_eval,61,LGroom,groom,1.0,1,snips_order,368,92000,92250,LGroom_178
old_eval,62,FaceGroom,groom,1.0,1,snips_order,554,138500,138750,FaceGroom_37
old_eval,63,FastWalk,locomote,1.0,1,snips_order,610,152500,152750,FastWalk_14
old_eval,64,FaceGroom,groom,1.0,1,snips_order,387,96750,97000,FaceGroom_187
old_eval,65,RGroom,groom,1.0,1,snips_order,292,73000,73250,RGroom_175
old_eval,66,FaceGroom,groom,1.0,1,snips_order,690,172500,172750,FaceGroom_20
old_eval,67,Walk,locomote,1.0,1,snips_order,256,64000,64250,Walk_60
old_eval,68,FaceGroom,groom,1.0,1,snips_order,606,151500,151750,FaceGroom_55
old_eval,69,FastWalk,locomote,1.0,1,snips_order,197,49250,49500,FastWalk_147
old_eval,70,LGroom,groom,1.0,1,snips_order,95,23750,24000,LGroom_10
old_eval,71,Rear,rear,1.0,1,snips_order,808,202000,202250,Rear_179
old_eval,72,FastWalk,locomote,1.0,1,snips_order,791,197750,198000,FastWalk_92
old_eval,73,FastWalk,locomote,1.0,1,snips_order,169,42250,42500,FastWalk_69
old_eval,74,RGroom,groom,1.0,1,snips_order,581,145250,145500,RGroom_76
old_eval,75,Walk,locomote,1.0,1,snips_order,305,76250,76500,Walk_113
old_eval,76,RGroom,groom,1.0,1,snips_order,560,140000,140250,RGroom_134
old_eval,77,FastWalk,locomote,1.0,1,snips_order,373,93250,93500,FastWalk_22
old_eval,78,FaceGroom,groom,1.0,1,snips_order,719,179750,180000,FaceGroom_104
old_eval,79,RGroom,groom,1.0,1,snips_order,227,56750,57000,RGroom_18
old_eval,80,LGroom,groom,1.0,1,snips_order,660,165000,165250,LGroom_14
old_eval,81,FastWalk,locomote,1.0,1,snips_order,143,35750,36000,FastWalk_60
old_eval,82,FaceGroom,groom,1.0,1,snips_order,180,45000,45250,FaceGroom_86
old_eval,83,FastWalk,locomote,1.0,1,snips_order,131,32750,33000,FastWalk_81
old_eval,84,FastWalk,locomote,1.0,1,snips_order,829,207250,207500,FastWalk_150
old_eval,85,RGroom,groom,1.0,1,snips_order,47,11750,12000,RGroom_155
old_eval,86,RGroom,groom,1.0,1,snips_order,324,81000,81250,RGroom_110
old_eval,87,FaceGroom,groom,1.0,1,snips_order,203,50750,51000,FaceGroom_108
old_eval,88,FaceGroom,groom,1.0,1,snips_order,84,21000,21250,FaceGroom_182
old_eval,89,FaceGroom,groom,1.0,1,snips_order,633,158250,158500,FaceGroom_83
old_eval,90,Walk,locomote,1.0,1,snips_order,565,141250,141500,Walk_54
old_eval,91,Walk,locomote,1.0,1,snips_order,611,152750,153000,Walk_32
old_eval,92,Walk,locomote,1.0,1,snips_order,398,99500,99750,Walk_140
old_eval,93,Rear,rear,1.0,1,snips_order,91,22750,23000,Rear_189
old_eval,94,FastWalk,locomote,1.0,1,snips_order,82,20500,20750,FastWalk_143
old_eval,95,RGroom,groom,1.0,1,snips_order,430,107500,107750,RGroom_191
old_eval,96,RGroom,groom,1.0,1,snips_order,119,29750,30000,RGroom_43
old_eval,97,RGroom,groom,1.0,1,snips_order,291,72750,73000,RGroom_124
old_eval,98,Rear,rear,1.0,1,snips_order,57,14250,14500,Rear_133
old_eval,99,LGroom,groom,1.0,1,snips_order,321,80250,80500,LGroom_47
old_eval,100,Walk,locomote,1.0,1,snips_order,257,64250,64500,Walk_165
old_eval,101,Rear,rear,1.0,1,snips_order,795,198750,199000,Rear_6
old_eval,102,FastWalk,locomote,1.0,1,snips_order,442,110500,110750,FastWalk_186
old_eval,103,FastWalk,locomote,1.0,1,snips_order,42,10500,10750,FastWalk_43
old_eval,104,RGroom,groom,1.0,1,snips_order,617,154250,154500,RGroom_194
old_eval,105,FastWalk,locomote,1.0,1,snips_order,388,97000,97250,FastWalk_0
old_eval,106,FastWalk,locomote,1.0,1,snips_order,335,83750,84000,FastWalk_18
old_eval,107,FastWalk,locomote,1.0,1,snips_order,273,68250,68500,FastWalk_116
old_eval,108,RGroom,groom,1.0,1,snips_order,756,189000,189250,RGroom_1
old_eval,109,Walk,locomote,1.0,1,snips_order,488,122000,122250,Walk_12
old_eval,110,FastWalk,locomote,1.0,1,snips_order,550,137500,137750,FastWalk_30
old_eval,111,RGroom,groom,1.0,1,snips_order,53,13250,13500,RGroom_104
old_eval,112,FastWalk,locomote,1.0,1,snips_order,786,196500,196750,FastWalk_175
old_eval,113,Rear,rear,1.0,1,snips_order,128,32000,32250,Rear_123
old_eval,114,Rear,rear,1.0,1,snips_order,28,7000,7250,Rear_120
old_eval,115,LGroom,groom,1.0,1,snips_order,183,45750,46000,LGroom_33
old_eval,116,FastWalk,locomote,1.0,1,snips_order,459,114750,115000,FastWalk_178
old_eval,117,RGroom,groom,1.0,1,snips_order,510,127500,127750,RGroom_171
old_eval,118,FaceGroom,groom,1.0,1,snips_order,675,168750,169000,FaceGroom_194
old_eval,119,FaceGroom,groom,1.0,1,snips_order,151,37750,38000,FaceGroom_23
old_eval,120,FaceGroom,groom,1.0,1,snips_order,244,61000,61250,FaceGroom_17
old_eval,121,Walk,locomote,1.0,1,snips_order,714,178500,178750,Walk_93
old_eval,122,Rear,rear,1.0,1,snips_order,543,135750,136000,Rear_187
old_eval,123,FastWalk,locomote,1.0,1,snips_order,544,136000,136250,FastWalk_20
old_eval,124,Rear,rear,1.0,1,snips_order,639,159750,160000,Rear_145
old_eval,125,FaceGroom,groom,1.0,1,snips_order,697,174250,174500,FaceGroom_148
old_eval,126,FastWalk,locomote,1.0,1,snips_order,265,66250,66500,FastWalk_174
old_eval,127,Rear,rear,1.0,1,snips_order,288,72000,72250,Rear_29
old_eval,128,Rear,rear,1.0,1,snips_order,423,105750,106000,Rear_178
old_eval,129,Rear,rear,1.0,1,snips_order,147,36750,37000,Rear_45
old_eval,130,FaceGroom,groom,1.0,1,snips_order,659,164750,165000,FaceGroom_159
old_eval,131,Walk,locomote,1.0,1,snips_order,797,199250,199500,Walk_63
old_eval,132,Rear,rear,1.0,1,snips_order,811,202750,203000,Rear_25
old_eval,133,Rear,rear,1.0,1,snips_order,177,44250,44500,Rear_23
old_eval,134,RGroom,groom,1.0,1,snips_order,99,24750,25000,RGroom_16
old_eval,135,Walk,locomote,1.0,1,snips_order,448,112000,112250,Walk_146
old_eval,136,LGroom,groom,1.0,1,snips_order,431,107750,108000,LGroom_160
old_eval,137,Rear,rear,1.0,1,snips_order,709,177250,177500,Rear_22
old_eval,138,LGroom,groom,1.0,1,snips_order,755,188750,189000,LGroom_166
old_eval,139,FaceGroom,groom,1.0,1,snips_order,115,28750,29000,FaceGroom_28
old_eval,140,LGroom,groom,1.0,1,snips_order,777,194250,194500,LGroom_97
old_eval,141,Rear,rear,1.0,1,snips_order,72,18000,18250,Rear_98
old_eval,142,Rear,rear,1.0,1,snips_order,537,134250,134500,Rear_5
old_eval,143,Rear,rear,1.0,1,snips_order,677,169250,169500,Rear_42
old_eval,144,Walk,locomote,1.0,1,snips_order,825,206250,206500,Walk_40
old_eval,145,Walk,locomote,1.0,1,snips_order,174,43500,43750,Walk_144
old_eval,146,FaceGroom,groom,1.0,1,snips_order,87,21750,22000,FaceGroom_167
old_eval,147,RGroom,groom,1.0,1,snips_order,551,137750,138000,RGroom_75
old_eval,148,Rear,rear,1.0,1,snips_order,486,121500,121750,Rear_167
old_eval,149,Walk,locomote,1.0,1,snips_order,705,176250,176500,Walk_107
old_eval,150,LGroom,groom,1.0,1,snips_order,314,78500,78750,LGroom_141
old_eval,151,FaceGroom,groom,1.0,1,snips_order,396,99000,99250,FaceGroom_106
old_eval,152,Walk,locomote,1.0,1,snips_order,600,150000,150250,Walk_21
old_eval,153,FastWalk,locomote,1.0,1,snips_order,472,118000,118250,FastWalk_165
old_eval,154,FastWalk,locomote,1.0,1,snips_order,70,17500,17750,FastWalk_96
old_eval,155,FastWalk,locomote,1.0,1,snips_order,599,149750,150000,FastWalk_52
old_eval,156,Walk,locomote,1.0,1,snips_order,804,201000,201250,Walk_147
old_eval,157,Rear,rear,1.0,1,snips_order,754,188500,188750,Rear_141
old_eval,158,Walk,locomote,1.0,1,snips_order,277,69250,69500,Walk_25
old_eval,159,Walk,locomote,1.0,1,snips_order,723,180750,181000,Walk_176
old_eval,160,FaceGroom,groom,1.0,1,snips_order,9,2250,2500,FaceGroom_142
old_eval,161,Rear,rear,1.0,1,snips_order,359,89750,90000,Rear_84
old_eval,162,Rear,rear,1.0,1,snips_order,707,176750,177000,Rear_131
old_eval,163,Rear,rear,1.0,1,snips_order,763,190750,191000,Rear_66
old_eval,164,LGroom,groom,1.0,1,snips_order,835,208750,209000,LGroom_59
old_eval,165,FaceGroom,groom,1.0,1,snips_order,192,48000,48250,FaceGroom_145
old_eval,166,Rear,rear,1.0,1,snips_order,629,157250,157500,Rear_195
old_eval,167,Walk,locomote,1.0,1,snips_order,559,139750,140000,Walk_105
old_eval,168,Rear,rear,1.0,1,snips_order,684,171000,171250,Rear_170
train,0,Walk,locomote,1.0,1,snips_order,401,100250,100500,Walk_175
train,1,FaceGroom,groom,1.0,1,snips_order,667,166750,167000,FaceGroom_186
train,2,Walk,locomote,1.0,1,snips_order,644,161000,161250,Walk_18
train,3,Rear,rear,1.0,1,snips_order,764,191000,191250,Rear_50
train,4,Rear,rear,1.0,1,snips_order,670,167500,167750,Rear_117
train,5,RGroom,groom,1.0,1,snips_order,409,102250,102500,RGroom_173
train,6,FastWalk,locomote,1.0,1,snips_order,586,146500,146750,FastWalk_28
train,7,Walk,locomote,1.0,1,snips_order,306,76500,76750,Walk_195
train,8,FastWalk,locomote,1.0,1,snips_order,491,122750,123000,FastWalk_167
train,9,Walk,locomote,1.0,1,snips_order,663,165750,166000,Walk_6
train,10,Rear,rear,1.0,1,snips_order,578,144500,144750,Rear_79
train,11,Rear,rear,1.0,1,snips_order,484,121000,121250,Rear_153
train,12,FastWalk,locomote,1.0,1,snips_order,399,99750,100000,FastWalk_38
train,13,Walk,locomote,1.0,1,snips_order,140,35000,35250,Walk_183
train,14,FastWalk,locomote,1.0,1,snips_order,331,82750,83000,FastWalk_160
train,15,Walk,locomote,1.0,1,snips_order,504,126000,126250,Walk_46
train,16,Walk,locomote,1.0,1,snips_order,8,2000,2250,Walk_182
train,17,Rear,rear,1.0,1,snips_order,588,147000,147250,Rear_111
train,18,FaceGroom,groom,1.0,1,snips_order,301,75250,75500,FaceGroom_9
train,19,Rear,rear,1.0,1,snips_order,548,137000,137250,Rear_105
train,20,FastWalk,locomote,1.0,1,snips_order,215,53750,54000,FastWalk_194
train,21,FaceGroom,groom,1.0,1,snips_order,627,156750,157000,FaceGroom_155
train,22,FastWalk,locomote,1.0,1,snips_order,352,88000,88250,FastWalk_168
train,23,FaceGroom,groom,1.0,1,snips_order,467,116750,117000,FaceGroom_21
train,24,FaceGroom,groom,1.0,1,snips_order,31,7750,8000,FaceGroom_149
train,25,Rear,rear,1.0,1,snips_order,711,177750,178000,Rear_58
train,26,FastWalk,locomote,1.0,1,snips_order,144,36000,36250,FastWalk_170
train,27,FaceGroom,groom,1.0,1,snips_order,283,70750,71000,FaceGroom_93
train,28,Rear,rear,1.0,1,snips_order,285,71250,71500,Rear_159
train,29,FaceGroom,groom,1.0,1,snips_order,375,93750,94000,FaceGroom_70
train,30,Rear,rear,1.0,1,snips_order,251,62750,63000,Rear_14
train,31,FastWalk,locomote,1.0,1,snips_order,427,106750,107000,FastWalk_130
train,32,LGroom,groom,1.0,1,snips_order,55,13750,14000,LGroom_147
train,33,Walk,locomote,1.0,1,snips_order,344,86000,86250,Walk_15
train,34,Rear,rear,1.0,1,snips_order,757,189250,189500,Rear_51
train,35,FaceGroom,groom,1.0,1,snips_order,656,164000,164250,FaceGroom_65
train,36,Walk,locomote,1.0,1,snips_order,145,36250,36500,Walk_84
train,37,FaceGroom,groom,1.0,1,snips_order,832,208000,208250,FaceGroom_114
train,38,Rear,rear,1.0,1,snips_order,693,173250,173500,Rear_1
train,39,RGroom,groom,1.0,1,snips_order,101,25250,25500,RGroom_195
train,40,Rear,rear,1.0,1,snips_order,506,126500,126750,Rear_193
train,41,Rear,rear,1.0,1,snips_order,27,6750,7000,Rear_65
train,42,Walk,locomote,1.0,1,snips_order,727,181750,182000,Walk_126
train,43,FastWalk,locomote,1.0,1,snips_order,235,58750,59000,FastWalk_99
train,44,RGroom,groom,1.0,1,snips_order,200,50000,50250,RGroom_162
train,45,Walk,locomote,1.0,1,snips_order,270,67500,67750,Walk_163
train,46,Walk,locomote,1.0,1,snips_order,263,65750,66000,Walk_185
train,47,Walk,locomote,1.0,1,snips_order,725,181250,181500,Walk_100
train,48,LGroom,groom,1.0,1,snips_order,14,3500,3750,LGroom_107
train,49,Walk,locomote,1.0,1,snips_order,688,172000,172250,Walk_184
train,50,Walk,locomote,1.0,1,snips_order,334,83500,83750,Walk_170
train,51,RGroom,groom,1.0,1,snips_order,614,153500,153750,RGroom_15
train,52,LGroom,groom,1.0,1,snips_order,483,120750,121000,LGroom_49
train,53,Rear,rear,1.0,1,snips_order,141,35250,35500,Rear_16
train,54,Rear,rear,1.0,1,snips_order,241,60250,60500,Rear_192
train,55,RGroom,groom,1.0,1,snips_order,261,65250,65500,RGroom_89
train,56,FastWalk,locomote,1.0,1,snips_order,481,120250,120500,FastWalk_70
train,57,Walk,locomote,1.0,1,snips_order,358,89500,89750,Walk_115
train,58,Walk,locomote,1.0,1,snips_order,162,40500,40750,Walk_22
train,59,FaceGroom,groom,1.0,1,snips_order,454,113500,113750,FaceGroom_19
train,60,LGroom,groom,1.0,1,snips_order,622,155500,155750,LGroom_8
train,61,FastWalk,locomote,1.0,1,snips_order,743,185750,186000,FastWalk_159
train,62,Rear,rear,1.0,1,snips_order,840,210000,210250,Rear_75
train,63,RGroom,groom,1.0,1,snips_order,643,160750,161000,RGroom_120
train,64,FastWalk,locomote,1.0,1,snips_order,717,179250,179500,FastWalk_55
train,65,FastWalk,locomote,1.0,1,snips_order,230,57500,57750,FastWalk_119
train,66,RGroom,groom,1.0,1,snips_order,830,207500,207750,RGroom_125
train,67,RGroom,groom,1.0,1,snips_order,77,19250,19500,RGroom_53
train,68,Rear,rear,1.0,1,snips_order,379,94750,95000,Rear_32
train,69,Rear,rear,1.0,1,snips_order,240,60000,60250,Rear_183
train,70,Walk,locomote,1.0,1,snips_order,258,64500,64750,Walk_49
train,71,FastWalk,locomote,1.0,1,snips_order,583,145750,146000,FastWalk_173
train,72,Rear,rear,1.0,1,snips_order,661,165250,165500,Rear_163
train,73,Walk,locomote,1.0,1,snips_order,736,184000,184250,Walk_108
train,74,LGroom,groom,1.0,1,snips_order,267,66750,67000,LGroom_73
train,75,FastWalk,locomote,1.0,1,snips_order,686,171500,171750,FastWalk_181
train,76,RGroom,groom,1.0,1,snips_order,493,123250,123500,RGroom_172
train,77,LGroom,groom,1.0,1,snips_order,113,28250,28500,LGroom_159
train,78,FastWalk,locomote,1.0,1,snips_order,760,190000,190250,FastWalk_110
train,79,RGroom,groom,1.0,1,snips_order,703,175750,176000,RGroom_22
train,80,LGroom,groom,1.0,1,snips_order,318,79500,79750,LGroom_192
train,81,Rear,rear,1.0,1,snips_order,158,39500,39750,Rear_161
train,82,Rear,rear,1.0,1,snips_order,728,182000,182250,Rear_135
train,83,FastWalk,locomote,1.0,1,snips_order,605,151250,151500,FastWalk_134
train,84,FaceGroom,groom,1.0,1,snips_order,513,128250,128500,FaceGroom_69
train,85,Rear,rear,1.0,1,snips_order,193,48250,48500,Rear_164
train,86,Walk,locomote,1.0,1,snips_order,520,130000,130250,Walk_28
train,87,FastWalk,locomote,1.0,1,snips_order,252,63000,63250,FastWalk_26
train,88,Rear,rear,1.0,1,snips_order,204,51000,51250,Rear_37
train,89,RGroom,groom,1.0,1,snips_order,826,206500,206750,RGroom_176
train,90,Walk,locomote,1.0,1,snips_order,731,182750,183000,Walk_43
train,91,FaceGroom,groom,1.0,1,snips_order,40,10000,10250,FaceGroom_54
train,92,FaceGroom,groom,1.0,1,snips_order,646,161500,161750,FaceGroom_22
train,93,FastWalk,locomote,1.0,1,snips_order,319,79750,80000,FastWalk_197
train,94,RGroom,groom,1.0,1,snips_order,602,150500,150750,RGroom_188
train,95,FastWalk,locomote,1.0,1,snips_order,542,135500,135750,FastWalk_144
train,96,Walk,locomote,1.0,1,snips_order,800,200000,200250,Walk_187
train,97,FastWalk,locomote,1.0,1,snips_order,497,124250,124500,FastWalk_75
train,98,FastWalk,locomote,1.0,1,snips_order,499,124750,125000,FastWalk_149
train,99,Walk,locomote,1.0,1,snips_order,563,140750,141000,Walk_59
train,100,RGroom,groom,1.0,1,snips_order,687,171750,172000,RGroom_55
train,101,Rear,rear,1.0,1,snips_order,103,25750,26000,Rear_175
train,102,FaceGroom,groom,1.0,1,snips_order,773,193250,193500,FaceGroom_183
train,103,FastWalk,locomote,1.0,1,snips_order,196,49000,49250,FastWalk_104
train,104,LGroom,groom,1.0,1,snips_order,62,15500,15750,LGroom_32
train,105,RGroom,groom,1.0,1,snips_order,79,19750,20000,RGroom_73
train,106,FastWalk,locomote,1.0,1,snips_order,432,108000,108250,FastWalk_120
train,107,Rear,rear,1.0,1,snips_order,681,170250,170500,Rear_76
train,108,FastWalk,locomote,1.0,1,snips_order,418,104500,104750,FastWalk_29
train,109,Walk,locomote,1.0,1,snips_order,692,173000,173250,Walk_148
train,110,FaceGroom,groom,1.0,1,snips_order,5,1250,1500,FaceGroom_143
train,111,Walk,locomote,1.0,1,snips_order,150,37500,37750,Walk_106
train,112,RGroom,groom,1.0,1,snips_order,695,173750,174000,RGroom_94
train,113,FastWalk,locomote,1.0,1,snips_order,294,73500,73750,FastWalk_133
train,114,FaceGroom,groom,1.0,1,snips_order,345,86250,86500,FaceGroom_144
train,115,FaceGroom,groom,1.0,1,snips_order,255,63750,64000,FaceGroom_169
train,116,RGroom,groom,1.0,1,snips_order,527,131750,132000,RGroom_36
train,117,Rear,rear,1.0,1,snips_order,529,132250,132500,Rear_19
train,118,Walk,locomote,1.0,1,snips_order,293,73250,73500,Walk_68
train,119,RGroom,groom,1.0,1,snips_order,85,21250,21500,RGroom_199
train,120,Rear,rear,1.0,1,snips_order,474,118500,118750,Rear_94
train,121,Walk,locomote,1.0,1,snips_order,75,18750,19000,Walk_154
train,122,LGroom,groom,1.0,1,snips_order,601,150250,150500,LGroom_76
train,123,Rear,rear,1.0,1,snips_order,142,35500,35750,Rear_157
train,124,Walk,locomote,1.0,1,snips_order,698,174500,174750,Walk_135
train,125,Rear,rear,1.0,1,snips_order,247,61750,62000,Rear_144
train,126,Rear,rear,1.0,1,snips_order,765,191250,191500,Rear_47
train,127,Rear,rear,1.0,1,snips_order,549,137250,137500,Rear_85
train,128,Rear,rear,1.0,1,snips_order,1,250,500,Rear_149
train,129,FastWalk,locomote,1.0,1,snips_order,364,91000,91250,FastWalk_176
train,130,Walk,locomote,1.0,1,snips_order,156,39000,39250,Walk_120
train,131,RGroom,groom,1.0,1,snips_order,564,141000,141250,RGroom_85
train,132,Rear,rear,1.0,1,snips_order,772,193000,193250,Rear_83
train,133,Rear,rear,1.0,1,snips_order,316,79000,79250,Rear_0
train,134,Rear,rear,1.0,1,snips_order,457,114250,114500,Rear_143
train,135,FastWalk,locomote,1.0,1,snips_order,501,125250,125500,FastWalk_112
train,136,Walk,locomote,1.0,1,snips_order,624,156000,156250,Walk_71
train,137,FastWalk,locomote,1.0,1,snips_order,478,119500,119750,FastWalk_136
train,138,LGroom,groom,1.0,1,snips_order,172,43000,43250,LGroom_63
